fips,County,State,Alpha code,Population 18-24,Bachelors 18-24,Population Over 25,Bachelors Over 25,population,total cases,total deaths,hospital beds,hospital beds usage,hospital beds covid,hospital icu beds,hospital icu beds usage,hospital icu beds covid,vaccination initiated,vaccination completed,vaccination initiated ratio,vaccination completed ratio,vaccination addl dose,vaccination addl dose ratio,vaccination booster,vaccination booster ratio
12107,Putnam County,Florida,FL,4657,0,54455,8989,74521,21210,180,77.0,58.0,2.0,10.0,6.0,0.0,38135.0,32323.0,0.512,0.434,13617.0,0.183,4952.0,0.066
12109,St. Johns County,Florida,FL,20506,4292,220932,116323,264672,78491,335,391.0,244.0,9.0,51.0,26.0,1.0,214804.0,192614.0,0.812,0.728,96742.0,0.366,39917.0,0.151
12111,St. Lucie County,Florida,FL,26661,1963,262047,69588,328297,96059,1046,614.0,507.0,19.0,72.0,64.0,6.0,231103.0,199324.0,0.704,0.607,91351.0,0.278,37643.0,0.115
12113,Santa Rosa County,Florida,FL,15516,2155,139888,42317,184313,59197,375,188.0,105.0,5.0,16.0,6.0,0.0,124706.0,103473.0,0.677,0.561,40820.0,0.221,15546.0,0.084
12115,Sarasota County,Florida,FL,26697,4591,372225,151366,433742,121030,1700,1214.0,1028.0,51.0,84.0,67.0,5.0,372485.0,316087.0,0.859,0.729,169659.0,0.391,84165.0,0.194
12117,Seminole County,Florida,FL,39624,7173,341302,137882,471826,132005,929,252.0,187.0,7.0,48.0,46.0,1.0,336645.0,302306.0,0.713,0.641,152994.0,0.324,54432.0,0.115
12119,Sumter County,Florida,FL,3782,437,130872,49682,132420,30197,358,285.0,233.0,11.0,35.0,9.0,1.0,124378.0,110745.0,0.939,0.836,67896.0,0.513,31773.0,0.24
12127,Volusia County,Florida,FL,47470,2648,431403,119384,553284,150509,2082,1573.0,1171.0,80.0,168.0,139.0,15.0,389033.0,340675.0,0.703,0.616,162755.0,0.294,65243.0,0.118
12131,Walton County,Florida,FL,4881,428,61295,19873,74071,19725,29,86.0,82.0,1.0,8.0,5.0,0.0,45410.0,37971.0,0.613,0.513,16558.0,0.224,6403.0,0.086
13013,Barrow County,Georgia,GA,7927,333,59170,13388,83240,26187,11,43.0,15.0,1.0,0.0,0.0,0.0,39063.0,34710.0,0.469,0.417,14927.0,0.179,5795.0,0.07
13015,Bartow County,Georgia,GA,9300,739,77686,18002,107738,35587,157,118.0,96.0,2.0,21.0,18.0,3.0,47055.0,41546.0,0.437,0.386,17364.0,0.161,6106.0,0.057
13021,Bibb County,Georgia,GA,15157,1491,103347,26248,153159,45796,479,870.0,699.0,17.0,107.0,86.0,2.0,84571.0,73468.0,0.552,0.48,31922.0,0.208,13468.0,0.088
13031,Bulloch County,Georgia,GA,21189,1633,45609,14220,79608,18048,37,195.0,125.0,7.0,31.0,23.0,2.0,32257.0,28335.0,0.405,0.356,12561.0,0.158,4363.0,0.055
13045,Carroll County,Georgia,GA,16413,1557,78942,18527,119992,28595,146,101.0,75.0,3.0,6.0,5.0,0.0,54256.0,47384.0,0.452,0.395,20125.0,0.168,7806.0,0.065
13047,Catoosa County,Georgia,GA,4841,157,48886,12061,67580,17094,0,20.0,6.0,0.0,0.0,0.0,0.0,36266.0,31282.0,0.537,0.463,12090.0,0.179,4802.0,0.071
13051,Chatham County,Georgia,GA,32669,4075,207102,73713,289430,80222,557,913.0,834.0,177.0,106.0,91.0,1.0,194341.0,169961.0,0.671,0.587,77509.0,0.268,32167.0,0.111
13057,Cherokee County,Georgia,GA,23500,2866,194601,80789,258773,76199,317,300.0,248.0,17.0,29.0,17.0,2.0,148737.0,133262.0,0.575,0.515,62777.0,0.243,24907.0,0.096
13059,Clarke County,Georgia,GA,35315,6519,73843,33599,128331,35543,0,572.0,468.0,13.0,88.0,82.0,3.0,69427.0,62564.0,0.541,0.488,33524.0,0.261,16592.0,0.129
13063,Clayton County,Georgia,GA,29457,1977,187870,42935,292256,78389,624,197.0,82.0,1.0,25.0,10.0,1.0,155981.0,134491.0,0.534,0.46,56432.0,0.193,21584.0,0.074
13067,Cobb County,Georgia,GA,71837,11030,528777,272422,760141,218229,1679,1501.0,1018.0,33.0,111.0,104.0,4.0,523638.0,462082.0,0.689,0.608,228075.0,0.3,100974.0,0.133
13073,Columbia County,Georgia,GA,11775,516,110160,41263,156714,43473,111,0.0,0.0,0.0,0.0,0.0,0.0,98685.0,83198.0,0.63,0.531,34161.0,0.218,14623.0,0.093
13077,Coweta County,Georgia,GA,13121,1729,105024,37421,148509,41539,184,199.0,161.0,9.0,42.0,35.0,2.0,77826.0,68645.0,0.524,0.462,31071.0,0.209,12360.0,0.083
13089,DeKalb County,Georgia,GA,66074,12307,527161,244263,759297,193561,1563,1497.0,1298.0,33.0,193.0,165.0,3.0,517212.0,453268.0,0.681,0.597,239961.0,0.316,119817.0,0.158
13095,Dougherty County,Georgia,GA,8346,257,54764,13239,87956,24631,230,367.0,324.0,12.0,38.0,33.0,5.0,52183.0,45241.0,0.593,0.514,20300.0,0.231,7906.0,0.09
13097,Douglas County,Georgia,GA,14441,1099,96016,27966,146343,43795,82,110.0,107.0,6.0,15.0,14.0,1.0,81089.0,70778.0,0.554,0.484,31402.0,0.215,12724.0,0.087
13103,Effingham County,Georgia,GA,5144,835,45816,11622,64296,16492,38,25.0,10.0,0.0,0.0,0.0,0.0,29207.0,25666.0,0.454,0.399,10384.0,0.162,3793.0,0.059
13113,Fayette County,Georgia,GA,11318,2559,83439,40375,114421,29966,78,226.0,198.0,8.0,50.0,50.0,0.0,82356.0,74083.0,0.72,0.647,39922.0,0.349,18261.0,0.16
13115,Floyd County,Georgia,GA,11455,544,65652,15795,98498,32293,262,600.0,493.0,8.0,78.0,70.0,2.0,48720.0,43497.0,0.495,0.442,18975.0,0.193,7072.0,0.072
13117,Forsyth County,Georgia,GA,22183,3209,177175,100835,244252,67293,83,336.0,263.0,10.0,25.0,17.0,0.0,148710.0,134528.0,0.609,0.551,67650.0,0.277,25421.0,0.104
13121,Fulton County,Georgia,GA,108097,27254,744974,433214,1063937,278422,2344,2998.0,2604.0,58.0,409.0,337.0,23.0,714929.0,629794.0,0.672,0.592,332214.0,0.312,155437.0,0.146
13127,Glynn County,Georgia,GA,6789,816,61231,19874,85292,27372,190,278.0,203.0,5.0,36.0,21.0,0.0,51793.0,45358.0,0.607,0.532,20433.0,0.24,7654.0,0.09
13135,Gwinnett County,Georgia,GA,94204,15422,630083,244414,936250,259523,1775,706.0,631.0,28.0,94.0,73.0,2.0,604274.0,535585.0,0.645,0.572,252407.0,0.27,97470.0,0.104
13139,Hall County,Georgia,GA,22462,1137,140044,42576,204441,64135,463,729.0,666.0,24.0,103.0,81.0,3.0,108525.0,95708.0,0.531,0.468,41289.0,0.202,15922.0,0.078
13151,Henry County,Georgia,GA,24294,2742,162471,46448,234561,72442,365,255.0,206.0,4.0,40.0,29.0,0.0,123392.0,108301.0,0.526,0.462,50033.0,0.213,20242.0,0.086
13153,Houston County,Georgia,GA,16675,2042,110175,35647,157863,49872,182,269.0,198.0,9.0,36.0,22.0,0.0,98513.0,83067.0,0.624,0.526,33074.0,0.21,12882.0,0.082
13157,Jackson County,Georgia,GA,6696,776,56452,14864,72977,25073,38,0.0,0.0,0.0,0.0,0.0,0.0,35693.0,31874.0,0.489,0.437,14460.0,0.198,5453.0,0.075
13179,Liberty County,Georgia,GA,10745,881,39053,8638,61435,15924,0,25.0,17.0,0.0,0.0,0.0,0.0,48967.0,42510.0,0.797,0.692,15094.0,0.246,4103.0,0.067
13185,Lowndes County,Georgia,GA,18933,2004,71690,21059,117406,37222,90,243.0,204.0,6.0,48.0,45.0,0.0,56145.0,48758.0,0.478,0.415,18796.0,0.16,5970.0,0.051
13215,Muscogee County,Georgia,GA,18844,2183,133791,42502,195769,46384,471,597.0,462.0,25.0,84.0,72.0,5.0,109602.0,92351.0,0.56,0.472,40375.0,0.206,16562.0,0.085
13217,Newton County,Georgia,GA,12351,561,75979,18779,111744,31036,112,87.0,63.0,2.0,25.0,15.0,1.0,56115.0,49039.0,0.502,0.439,22218.0,0.199,8992.0,0.08
13223,Paulding County,Georgia,GA,14341,636,119091,31196,168667,46917,119,134.0,116.0,3.0,8.0,7.0,0.0,73548.0,65376.0,0.436,0.388,26966.0,0.16,10617.0,0.063
13245,Richmond County,Georgia,GA,24325,2502,135742,34400,202518,60946,555,1492.0,957.0,16.0,216.0,138.0,5.0,121264.0,105008.0,0.599,0.519,41234.0,0.204,18155.0,0.09
13247,Rockdale County,Georgia,GA,9100,313,63456,20758,90896,23926,39,153.0,111.0,6.0,18.0,7.0,1.0,54383.0,47993.0,0.598,0.528,23813.0,0.262,10048.0,0.111
13255,Spalding County,Georgia,GA,6533,27,46443,9259,66703,19400,85,178.0,118.0,9.0,14.0,14.0,2.0,31184.0,27964.0,0.468,0.419,13000.0,0.195,5118.0,0.077
13285,Troup County,Georgia,GA,6042,650,47618,11703,69922,18892,101,169.0,114.0,7.0,9.0,5.0,0.0,30965.0,26846.0,0.443,0.384,10796.0,0.154,4004.0,0.057
13295,Walker County,Georgia,GA,5927,638,48422,9081,69761,20112,34,0.0,0.0,0.0,0.0,0.0,0.0,35981.0,30351.0,0.516,0.435,11897.0,0.171,4521.0,0.065
13297,Walton County,Georgia,GA,7758,362,71140,17613,94593,26715,191,62.0,50.0,4.0,8.0,5.0,1.0,45526.0,40567.0,0.481,0.429,17605.0,0.186,6663.0,0.07
13313,Whitfield County,Georgia,GA,11131,364,66351,13717,104628,39426,140,242.0,119.0,7.0,22.0,12.0,1.0,52846.0,46924.0,0.505,0.448,19039.0,0.182,6293.0,0.06
15001,Hawaii County,Hawaii,HI,13672,1294,149453,48006,201513,43320,55,349.0,269.0,8.0,23.0,15.0,0.0,149592.0,135630.0,0.742,0.673,71804.0,0.356,0.0,0.0
15003,Honolulu County,Hawaii,HI,89854,12512,701785,264502,974563,267836,940,1790.0,1350.0,61.0,152.0,88.0,1.0,866640.0,787855.0,0.889,0.808,384079.0,0.394,0.0,0.0
15007,Kauai County,Hawaii,HI,5424,256,52869,15463,72293,19411,0,111.0,68.0,5.0,11.0,5.0,0.0,55978.0,51672.0,0.774,0.715,27989.0,0.387,0.0,0.0
15009,Maui County,Hawaii,HI,10537,852,119668,34722,167417,45491,0,244.0,191.0,9.0,29.0,22.0,0.0,129513.0,116230.0,0.774,0.694,63096.0,0.377,0.0,0.0
16001,Ada County,Idaho,ID,47944,6931,358124,164971,481587,161885,796,854.0,747.0,25.0,73.0,61.0,2.0,362247.0,325552.0,0.752,0.676,179696.0,0.373,99493.0,0.207
16005,Bannock County,Idaho,ID,9195,779,57716,17096,87808,24698,24,179.0,126.0,1.0,20.0,12.0,0.0,54533.0,48421.0,0.621,0.551,23103.0,0.263,10997.0,0.125
16019,Bonneville County,Idaho,ID,10184,483,80883,27340,119062,35937,83,427.0,231.0,6.0,35.0,21.0,0.0,74025.0,66232.0,0.622,0.556,28774.0,0.242,12800.0,0.108
16027,Canyon County,Idaho,ID,24004,1302,160656,36016,229849,71283,439,195.0,107.0,1.0,23.0,16.0,1.0,126102.0,111832.0,0.549,0.487,52237.0,0.227,25821.0,0.112
16055,Kootenai County,Idaho,ID,13640,1032,129507,38325,165697,47621,375,312.0,242.0,4.0,27.0,25.0,0.0,92031.0,80061.0,0.555,0.483,38314.0,0.231,18205.0,0.11
16083,Twin Falls County,Idaho,ID,7574,607,61479,13849,86878,29089,63,148.0,119.0,7.0,13.0,13.0,1.0,49819.0,45239.0,0.573,0.521,22137.0,0.255,10463.0,0.12
17019,Champaign County,Illinois,IL,47998,10149,119927,57328,209689,86748,60,690.0,487.0,14.0,62.0,28.0,0.0,159438.0,143287.0,0.76,0.683,89223.0,0.426,46310.0,0.221
17031,Cook County,Illinois,IL,450330,93301,3589350,1523360,5150233,1554816,15373,13134.0,9430.0,201.0,1504.0,1008.0,19.0,4327802.0,3872222.0,0.84,0.752,2265403.0,0.44,1178490.0,0.229
17037,DeKalb County,Illinois,IL,17597,1928,61327,18706,104897,33060,11,165.0,103.0,2.0,12.0,7.0,1.0,65220.0,60767.0,0.622,0.579,34059.0,0.325,16406.0,0.156
17043,DuPage County,Illinois,IL,78305,15531,642205,338251,922921,293824,1442,1711.0,1297.0,33.0,237.0,136.0,5.0,792855.0,734865.0,0.859,0.796,455925.0,0.494,227141.0,0.246
17089,Kane County,Illinois,IL,48478,6153,344233,123629,532403,168134,799,963.0,677.0,14.0,88.0,46.0,0.0,398335.0,367924.0,0.748,0.691,206203.0,0.387,95823.0,0.18
17091,Kankakee County,Illinois,IL,11480,862,70777,15488,109862,37165,86,463.0,219.0,0.0,43.0,21.0,1.0,63861.0,59352.0,0.581,0.54,30906.0,0.281,13812.0,0.126
17093,Kendall County,Illinois,IL,13205,2305,87249,31833,128990,42278,10,0.0,0.0,0.0,0.0,0.0,0.0,99391.0,92561.0,0.771,0.718,50537.0,0.392,21867.0,0.17
17097,Lake County,Illinois,IL,73765,12949,473166,227469,696535,213204,1049,737.0,634.0,25.0,108.0,86.0,1.0,647036.0,581666.0,0.929,0.835,330166.0,0.474,174277.0,0.25
17099,LaSalle County,Illinois,IL,7964,688,77585,14967,108669,37644,160,123.0,83.0,1.0,11.0,4.0,0.0,70171.0,65104.0,0.646,0.599,37368.0,0.344,17649.0,0.162
17111,McHenry County,Illinois,IL,26678,4973,215933,77521,307774,99351,221,340.0,259.0,9.0,40.0,28.0,1.0,230971.0,214017.0,0.75,0.695,122477.0,0.398,59504.0,0.193
17113,McLean County,Illinois,IL,30281,2807,105182,49973,171517,64858,51,326.0,234.0,1.0,32.0,13.0,0.0,122869.0,113774.0,0.716,0.663,67798.0,0.395,30381.0,0.177
17115,Macon County,Illinois,IL,8897,727,69837,17214,104009,40984,119,370.0,170.0,2.0,33.0,23.0,1.0,61561.0,57217.0,0.592,0.55,31555.0,0.303,13462.0,0.129
17119,Madison County,Illinois,IL,23870,3611,184485,58138,262966,88569,487,383.0,243.0,9.0,46.0,18.0,1.0,187886.0,169939.0,0.714,0.646,91020.0,0.346,44016.0,0.167
17143,Peoria County,Illinois,IL,17300,3141,118949,42304,179179,60665,228,1230.0,920.0,20.0,123.0,81.0,2.0,123414.0,113753.0,0.689,0.635,66202.0,0.369,29690.0,0.166
17161,Rock Island County,Illinois,IL,11843,909,98274,25255,141879,43502,195,339.0,182.0,2.0,26.0,19.0,0.0,105021.0,88028.0,0.74,0.62,43083.0,0.304,24511.0,0.173
17163,St. Clair County,Illinois,IL,20292,2303,174476,54594,259686,82039,366,530.0,366.0,13.0,47.0,31.0,0.0,193440.0,170952.0,0.745,0.658,85761.0,0.33,38391.0,0.148
17167,Sangamon County,Illinois,IL,16404,3036,135947,48781,194672,77823,138,812.0,654.0,14.0,110.0,58.0,2.0,141569.0,131042.0,0.727,0.673,76935.0,0.395,36240.0,0.186
17179,Tazewell County,Illinois,IL,9740,650,91959,26912,131803,46642,215,70.0,30.0,3.0,8.0,1.0,1.0,84849.0,80040.0,0.644,0.607,45862.0,0.348,20023.0,0.152
17183,Vermilion County,Illinois,IL,5307,89,50395,7822,75758,35598,43,132.0,43.0,3.0,20.0,3.0,0.0,39286.0,35683.0,0.519,0.471,18572.0,0.245,7765.0,0.102
17197,Will County,Illinois,IL,64108,10459,469904,170329,690743,219582,1243,828.0,634.0,21.0,96.0,50.0,3.0,524725.0,483437.0,0.76,0.7,269532.0,0.39,118098.0,0.171
17199,Williamson County,Illinois,IL,4451,118,48322,14214,66597,29490,41,243.0,117.0,4.0,26.0,16.0,1.0,41896.0,38280.0,0.629,0.575,20017.0,0.301,8749.0,0.131
17201,Winnebago County,Illinois,IL,24616,2503,192109,51221,282572,102250,492,948.0,602.0,11.0,121.0,81.0,1.0,185441.0,170158.0,0.656,0.602,97538.0,0.345,46790.0,0.166
18003,Allen County,Indiana,IN,35874,4947,257114,80548,379299,126011,916,1473.0,1084.0,24.0,287.0,222.0,7.0,231187.0,209413.0,0.61,0.552,104041.0,0.274,36332.0,0.096
18005,Bartholomew County,Indiana,IN,7310,1437,56381,19002,83779,27141,12,223.0,132.0,1.0,17.0,9.0,0.0,59286.0,54166.0,0.708,0.647,30182.0,0.36,13184.0,0.157
18011,Boone County,Indiana,IN,6321,767,49760,24270,67843,17525,36,51.0,32.0,1.0,16.0,7.0,0.0,55279.0,50643.0,0.815,0.746,28331.0,0.418,10884.0,0.16
18019,Clark County,Indiana,IN,10760,721,86525,25685,118302,42108,94,84.0,62.0,2.0,5.0,4.0,0.0,87514.0,75693.0,0.74,0.64,34930.0,0.295,13645.0,0.115
18035,Delaware County,Indiana,IN,21876,1541,70214,18734,114135,30634,152,361.0,246.0,8.0,30.0,14.0,0.0,63692.0,58119.0,0.558,0.509,31026.0,0.272,10692.0,0.094
18039,Elkhart County,Indiana,IN,20069,1060,131148,27092,206341,61856,402,311.0,205.0,11.0,35.0,24.0,0.0,105805.0,93856.0,0.513,0.455,44505.0,0.216,16124.0,0.078
18043,Floyd County,Indiana,IN,6416,341,56294,21489,78522,24596,36,265.0,229.0,1.0,32.0,30.0,0.0,52194.0,46765.0,0.665,0.596,23927.0,0.305,8610.0,0.11
18053,Grant County,Indiana,IN,8195,823,43745,9418,65769,21215,120,90.0,61.0,1.0,6.0,4.0,0.0,31991.0,28888.0,0.486,0.439,13984.0,0.213,5112.0,0.078
18057,Hamilton County,Indiana,IN,28663,5462,244960,150787,338011,97953,445,553.0,305.0,4.0,73.0,50.0,0.0,278930.0,254272.0,0.825,0.752,147294.0,0.436,55965.0,0.166
18059,Hancock County,Indiana,IN,6493,1088,57464,20689,78168,25495,33,59.0,39.0,1.0,24.0,21.0,0.0,59746.0,55436.0,0.764,0.709,28824.0,0.369,11229.0,0.144
18063,Hendricks County,Indiana,IN,15091,2456,123354,44821,170311,48388,248,297.0,222.0,8.0,28.0,15.0,1.0,142114.0,129509.0,0.834,0.76,66427.0,0.39,24381.0,0.143
18067,Howard County,Indiana,IN,6306,711,58469,11935,82544,30288,198,202.0,121.0,1.0,15.0,8.0,0.0,45166.0,41201.0,0.547,0.499,20501.0,0.248,7279.0,0.088
18081,Johnson County,Indiana,IN,13342,2460,112585,38512,158167,51563,328,50.0,23.0,0.0,10.0,3.0,0.0,110409.0,98200.0,0.698,0.621,49712.0,0.314,19213.0,0.121
18085,Kosciusko County,Indiana,IN,7290,575,54879,13678,79456,23106,11,47.0,47.0,0.0,7.0,7.0,0.0,37218.0,33788.0,0.468,0.425,15825.0,0.199,5046.0,0.064
18089,Lake County,Indiana,IN,43264,3562,341318,92531,485493,136382,1597,1505.0,1214.0,21.0,142.0,114.0,2.0,326951.0,291480.0,0.673,0.6,143038.0,0.295,52171.0,0.107
18091,LaPorte County,Indiana,IN,9242,471,78953,18624,109888,32105,107,240.0,166.0,1.0,29.0,17.0,0.0,71213.0,64628.0,0.648,0.588,32721.0,0.298,12149.0,0.111
18095,Madison County,Indiana,IN,11651,523,92123,19005,129569,40069,339,264.0,179.0,1.0,30.0,24.0,0.0,77819.0,71336.0,0.601,0.551,37304.0,0.288,13815.0,0.107
18097,Marion County,Indiana,IN,93422,15629,639061,228026,964582,271415,2897,3834.0,2863.0,39.0,503.0,358.0,7.0,659092.0,578625.0,0.683,0.6,293323.0,0.304,122690.0,0.127
18105,Monroe County,Indiana,IN,37055,6513,80951,41765,148431,35028,76,202.0,143.0,6.0,98.0,14.0,1.0,102893.0,91984.0,0.693,0.62,51939.0,0.35,22931.0,0.154
18109,Morgan County,Indiana,IN,5488,632,50867,11959,70489,19999,64,72.0,31.0,2.0,6.0,4.0,1.0,43640.0,39958.0,0.619,0.567,19994.0,0.284,7385.0,0.105
18127,Porter County,Indiana,IN,15411,1909,122407,37126,170389,48184,283,221.0,173.0,3.0,32.0,17.0,0.0,111906.0,102210.0,0.657,0.6,54894.0,0.322,20350.0,0.119
18141,St. Joseph County,Indiana,IN,32972,3629,176754,56826,271826,85469,584,678.0,469.0,8.0,52.0,33.0,1.0,188605.0,167973.0,0.694,0.618,90239.0,0.332,39269.0,0.144
18157,Tippecanoe County,Indiana,IN,46098,3758,104919,38475,195732,61585,171,357.0,244.0,11.0,67.0,41.0,1.0,131827.0,117747.0,0.674,0.602,61114.0,0.312,21939.0,0.112
18163,Vanderburgh County,Indiana,IN,17395,1912,123681,36169,181451,71335,427,569.0,443.0,11.0,93.0,79.0,3.0,120091.0,109666.0,0.662,0.604,57566.0,0.317,21846.0,0.12
18167,Vigo County,Indiana,IN,17269,1798,67466,18207,107038,35473,150,490.0,339.0,10.0,42.0,30.0,0.0,61507.0,56053.0,0.575,0.524,27960.0,0.261,9177.0,0.086
18173,Warrick County,Indiana,IN,5011,629,45065,16239,62998,25114,21,159.0,94.0,0.0,0.0,0.0,0.0,45179.0,41297.0,0.717,0.656,22360.0,0.355,8254.0,0.131
18177,Wayne County,Indiana,IN,6008,493,45333,7379,65884,23784,107,147.0,147.0,5.0,20.0,9.0,0.0,38239.0,34621.0,0.58,0.525,17946.0,0.272,6648.0,0.101
19013,Black Hawk County,Iowa,IA,19794,1252,82378,26520,131228,39227,159,456.0,267.0,3.0,31.0,17.0,0.0,89391.0,82509.0,0.681,0.629,47576.0,0.363,26043.0,0.198
19049,Dallas County,Iowa,IA,7773,1896,71723,39789,93453,27009,0,12.0,3.0,0.0,0.0,0.0,0.0,70556.0,65154.0,0.755,0.697,38876.0,0.416,20152.0,0.216
19061,Dubuque County,Iowa,IA,10304,1794,66996,22469,97311,31168,85,286.0,151.0,4.0,16.0,11.0,0.0,69682.0,65069.0,0.716,0.669,39005.0,0.401,20505.0,0.211
19103,Johnson County,Iowa,IA,32750,6914,93959,51692,151140,45242,0,980.0,768.0,15.0,111.0,97.0,0.0,129608.0,116463.0,0.858,0.771,73916.0,0.489,47702.0,0.316
19113,Linn County,Iowa,IA,21162,2273,156869,57481,226706,65239,282,560.0,415.0,9.0,44.0,23.0,0.0,170708.0,157246.0,0.753,0.694,99299.0,0.438,57488.0,0.254
19153,Polk County,Iowa,IA,46527,9925,334429,137136,490161,148258,850,1198.0,1069.0,26.0,103.0,96.0,2.0,380503.0,346719.0,0.776,0.707,203292.0,0.415,110844.0,0.226
19155,Pottawattamie County,Iowa,IA,8077,634,64098,15769,93206,28084,65,161.0,125.0,2.0,18.0,10.0,1.0,65078.0,56936.0,0.698,0.611,29597.0,0.318,16487.0,0.177
19163,Scott County,Iowa,IA,14361,1931,119593,44579,172943,49293,148,498.0,288.0,6.0,36.0,20.0,0.0,129661.0,112396.0,0.75,0.65,58241.0,0.337,33408.0,0.193
19169,Story County,Iowa,IA,31707,3116,52180,30922,97117,23443,0,181.0,129.0,3.0,18.0,9.0,1.0,69783.0,64075.0,0.719,0.66,40272.0,0.415,24258.0,0.25
19193,Woodbury County,Iowa,IA,9669,775,69820,18017,103107,33488,86,464.0,270.0,7.0,54.0,23.0,0.0,68657.0,61160.0,0.666,0.593,28398.0,0.275,13815.0,0.134
20015,Butler County,Kansas,KS,6068,283,45946,13409,66911,22720,78,68.0,33.0,0.0,10.0,3.0,0.0,38579.0,34271.0,0.577,0.512,16286.0,0.243,7495.0,0.112
20045,Douglas County,Kansas,KS,27995,3015,71473,34917,122259,35172,25,137.0,79.0,1.0,24.0,15.0,0.0,92837.0,80833.0,0.759,0.661,47706.0,0.39,31960.0,0.261
20091,Johnson County,Kansas,KS,50357,11791,425339,246373,602401,179871,950,1394.0,783.0,22.0,100.0,70.0,2.0,598499.0,500380.0,0.95,0.831,250604.0,0.416,148225.0,0.246
20103,Leavenworth County,Kansas,KS,6350,593,57333,20727,81758,24537,0,24.0,20.0,4.0,0.0,0.0,0.0,61633.0,51374.0,0.754,0.628,23111.0,0.283,11414.0,0.14
20161,Riley County,Kansas,KS,23598,2075,36214,16944,74232,16573,10,129.0,49.0,1.0,12.0,5.0,1.0,34683.0,30903.0,0.467,0.416,19186.0,0.258,10711.0,0.144
20173,Sedgwick County,Kansas,KS,52810,5813,343213,115796,516042,172442,1414,2038.0,1150.0,11.0,252.0,190.0,3.0,349172.0,299947.0,0.677,0.581,142310.0,0.276,63560.0,0.123
20177,Shawnee County,Kansas,KS,16633,1439,120306,36944,176875,61485,493,380.0,335.0,8.0,53.0,48.0,0.0,129188.0,114495.0,0.73,0.647,64382.0,0.364,32800.0,0.185
20209,Wyandotte County,Kansas,KS,15168,1574,106068,24162,165429,55042,187,1148.0,957.0,24.0,159.0,126.0,5.0,126238.0,103500.0,0.763,0.626,43413.0,0.262,24198.0,0.146
21015,Boone County,Kentucky,KY,11713,1890,92419,33010,133581,45882,55,129.0,128.0,4.0,11.0,10.0,0.0,99125.0,86772.0,0.742,0.65,42995.0,0.322,20251.0,0.152
21029,Bullitt County,Kentucky,KY,6136,666,60221,12848,81676,28180,28,0.0,0.0,0.0,0.0,0.0,0.0,43594.0,38391.0,0.534,0.47,18423.0,0.226,7630.0,0.093
21037,Campbell County,Kentucky,KY,7997,1434,66308,26097,93584,29335,26,118.0,107.0,3.0,7.0,7.0,0.0,72564.0,62865.0,0.775,0.672,32093.0,0.343,16622.0,0.178
21047,Christian County,Kentucky,KY,11345,722,41122,8978,70461,19918,14,123.0,50.0,2.0,8.0,2.0,0.0,31881.0,27049.0,0.452,0.384,10462.0,0.148,4275.0,0.061
21059,Daviess County,Kentucky,KY,8716,580,69927,17194,101511,38282,111,311.0,272.0,7.0,32.0,25.0,1.0,63293.0,56862.0,0.624,0.56,29486.0,0.29,11463.0,0.113
21067,Fayette County,Kentucky,KY,44943,9462,210094,101028,323152,120423,280,1896.0,1501.0,40.0,265.0,232.0,9.0,265335.0,226018.0,0.821,0.699,118189.0,0.366,59515.0,0.184
21093,Hardin County,Kentucky,KY,9995,963,74400,18702,110958,43313,202,285.0,184.0,6.0,20.0,14.0,0.0,89352.0,75671.0,0.805,0.682,33072.0,0.298,13708.0,0.124
21111,Jefferson County,Kentucky,KY,65925,10218,538628,205981,766757,286772,2344,3057.0,2532.0,65.0,324.0,265.0,6.0,610957.0,516897.0,0.797,0.674,266801.0,0.348,130852.0,0.171
21117,Kenton County,Kentucky,KY,14444,2701,116903,45051,166998,52822,156,396.0,402.0,7.0,44.0,42.0,1.0,121537.0,106017.0,0.728,0.635,53906.0,0.323,27083.0,0.162
21145,McCracken County,Kentucky,KY,5663,512,46913,14985,65418,23678,51,354.0,302.0,12.0,42.0,30.0,1.0,43573.0,37936.0,0.666,0.58,17985.0,0.275,7667.0,0.117
21151,Madison County,Kentucky,KY,15448,2298,60613,20459,92987,34986,85,97.0,54.0,3.0,12.0,8.0,0.0,52476.0,46596.0,0.564,0.501,23367.0,0.251,11562.0,0.124
21185,Oldham County,Kentucky,KY,4788,586,47899,21728,66799,22772,0,38.0,17.0,0.0,7.0,0.0,0.0,44928.0,39852.0,0.673,0.597,19895.0,0.298,8988.0,0.135
21199,Pulaski County,Kentucky,KY,4785,567,46701,7910,64979,21869,23,295.0,176.0,5.0,40.0,40.0,2.0,35348.0,31132.0,0.544,0.479,14585.0,0.224,5781.0,0.089
21227,Warren County,Kentucky,KY,21081,2467,86424,27307,132896,54182,105,376.0,345.0,4.0,50.0,43.0,1.0,61833.0,53708.0,0.465,0.404,27669.0,0.208,12500.0,0.094
22005,Ascension Parish,Louisiana,LA,10251,1545,86336,24758,126604,46129,57,25.0,0.0,1.0,0.0,0.0,0.0,73642.0,66114.0,0.582,0.522,26864.0,0.212,7686.0,0.061
22015,Bossier Parish,Louisiana,LA,11516,1373,86021,24478,127039,52464,160,40.0,16.0,1.0,7.0,5.0,0.0,77861.0,66510.0,0.613,0.524,24926.0,0.196,7500.0,0.059
