fips,County,State,Alpha code,Population 18-24,Bachelors 18-24,Population Over 25,Bachelors Over 25,population,total cases,total deaths,hospital beds,hospital beds usage,hospital beds covid,hospital icu beds,hospital icu beds usage,hospital icu beds covid,vaccination initiated,vaccination completed,vaccination initiated ratio,vaccination completed ratio,vaccination addl dose,vaccination addl dose ratio,vaccination booster,vaccination booster ratio
34001,Atlantic County,New Jersey,NJ,25411,2931,193298,62845,263670,92656,732,759.0,515.0,17.0,68.0,46.0,1.0,222684.0,186083.0,0.845,0.706,96472.0,0.366,36930.0,0.14
34003,Bergen County,New Jersey,NJ,78722,19924,677563,350858,932202,329516,3330,2485.0,1786.0,65.0,358.0,126.0,6.0,917607.0,761689.0,0.95,0.817,410977.0,0.441,171051.0,0.183
34005,Burlington County,New Jersey,NJ,37794,8425,333534,139649,445349,142897,927,746.0,425.0,9.0,95.0,34.0,1.0,409154.0,351391.0,0.919,0.789,199838.0,0.449,89880.0,0.202
34007,Camden County,New Jersey,NJ,43033,7674,363709,132884,506471,170652,1545,2504.0,1715.0,41.0,446.0,184.0,3.0,442468.0,370760.0,0.874,0.732,211797.0,0.418,97187.0,0.192
34009,Cape May County,New Jersey,NJ,4993,104,74740,28219,92039,30739,10,125.0,87.0,10.0,16.0,5.0,0.0,84760.0,72831.0,0.921,0.791,37395.0,0.406,16975.0,0.184
34011,Cumberland County,New Jersey,NJ,12323,1058,103185,19620,149527,53178,369,338.0,242.0,9.0,36.0,18.0,0.0,105575.0,83137.0,0.706,0.556,45766.0,0.306,15993.0,0.107
34013,Essex County,New Jersey,NJ,77107,11678,574470,220755,798975,293679,3432,2533.0,1853.0,45.0,304.0,145.0,4.0,761625.0,614398.0,0.95,0.769,310722.0,0.389,127606.0,0.16
34015,Gloucester County,New Jersey,NJ,30826,4900,211418,78335,291636,92291,633,0.0,0.0,0.0,0.0,0.0,0.0,228980.0,189894.0,0.785,0.651,112060.0,0.384,45512.0,0.156
34017,Hudson County,New Jersey,NJ,54698,12968,509717,244136,672391,240256,2503,1025.0,753.0,23.0,144.0,33.0,2.0,697437.0,555160.0,0.95,0.826,259919.0,0.387,98002.0,0.146
34019,Hunterdon County,New Jersey,NJ,10084,2648,95415,55981,124371,34964,105,201.0,103.0,1.0,16.0,6.0,0.0,114376.0,93231.0,0.92,0.75,55218.0,0.444,25641.0,0.206
34021,Mercer County,New Jersey,NJ,38236,5028,260972,120966,367430,113775,1035,581.0,369.0,12.0,83.0,51.0,1.0,352095.0,278391.0,0.95,0.758,158964.0,0.433,79077.0,0.215
34023,Middlesex County,New Jersey,NJ,82931,11773,595922,268145,825062,278831,2677,2256.0,1573.0,39.0,285.0,101.0,2.0,775637.0,636188.0,0.94,0.771,354968.0,0.43,140417.0,0.17
34025,Monmouth County,New Jersey,NJ,53668,13957,458939,239814,618795,225276,2017,1687.0,1354.0,43.0,239.0,87.0,3.0,526778.0,440619.0,0.851,0.712,249228.0,0.403,103417.0,0.167
34027,Morris County,New Jersey,NJ,42784,10828,364514,214848,491845,167005,1283,1394.0,1082.0,33.0,111.0,70.0,0.0,469845.0,399788.0,0.95,0.813,235039.0,0.478,103447.0,0.21
34029,Ocean County,New Jersey,NJ,47575,6011,446582,153340,607186,217667,2895,1166.0,867.0,32.0,126.0,37.0,0.0,406668.0,345162.0,0.67,0.568,190211.0,0.313,75351.0,0.124
34031,Passaic County,New Jersey,NJ,47993,6480,345942,106153,501826,194871,2124,999.0,611.0,25.0,112.0,66.0,3.0,442361.0,367100.0,0.882,0.732,169049.0,0.337,54616.0,0.109
34033,Salem County,New Jersey,NJ,5109,543,46984,11769,62385,18721,33,419.0,233.0,8.0,39.0,24.0,0.0,45605.0,36428.0,0.731,0.584,19471.0,0.312,8290.0,0.133
34035,Somerset County,New Jersey,NJ,28385,8794,246568,146397,328934,99032,680,424.0,286.0,10.0,46.0,14.0,0.0,320041.0,263403.0,0.95,0.801,160787.0,0.489,72933.0,0.222
34037,Sussex County,New Jersey,NJ,10936,1944,107235,43116,140488,45847,281,186.0,118.0,1.0,10.0,4.0,0.0,109046.0,91700.0,0.776,0.653,52548.0,0.374,20674.0,0.147
34039,Union County,New Jersey,NJ,48324,9255,389743,151812,556341,197800,2147,899.0,564.0,14.0,85.0,48.0,1.0,513965.0,418246.0,0.924,0.752,216378.0,0.389,85318.0,0.153
34041,Warren County,New Jersey,NJ,8367,2484,81773,31966,105267,32374,132,181.0,120.0,3.0,20.0,9.0,0.0,91970.0,75257.0,0.874,0.715,38706.0,0.368,14758.0,0.14
35001,Bernalillo County,New Mexico,NM,63930,7637,472501,182171,679121,200580,1900,2223.0,1863.0,29.0,177.0,163.0,2.0,483443.0,431418.0,0.712,0.635,0.0,0.0,0.0,0.0
35013,Doña Ana County,New Mexico,NM,33631,3776,138060,39495,218195,77459,543,354.0,242.0,3.0,61.0,40.0,0.0,164466.0,143442.0,0.754,0.657,0.0,0.0,0.0,0.0
35025,Lea County,New Mexico,NM,8409,246,43115,5197,71070,23133,97,36.0,17.0,0.0,0.0,0.0,1.0,34422.0,29798.0,0.484,0.419,0.0,0.0,0.0,0.0
35031,McKinley County,New Mexico,NM,6742,25,44054,6084,71367,34230,317,16.0,11.0,0.0,4.0,2.0,0.0,72299.0,53644.0,0.95,0.752,0.0,0.0,0.0,0.0
35035,Otero County,New Mexico,NM,7853,319,46300,10159,67490,17250,0,78.0,60.0,1.0,4.0,4.0,0.0,31611.0,27766.0,0.468,0.411,0.0,0.0,0.0,0.0
35043,Sandoval County,New Mexico,NM,12362,268,108498,37573,146748,45788,157,85.0,85.0,0.0,12.0,11.0,1.0,111480.0,97901.0,0.76,0.667,0.0,0.0,0.0,0.0
35045,San Juan County,New Mexico,NM,10266,331,79691,14448,123958,53330,520,172.0,118.0,4.0,23.0,16.0,0.0,96812.0,82806.0,0.781,0.668,0.0,0.0,0.0,0.0
35049,Santa Fe County,New Mexico,NM,11431,698,119111,54234,150358,40852,56,233.0,154.0,3.0,21.0,11.0,0.0,126129.0,111796.0,0.839,0.744,0.0,0.0,0.0,0.0
35061,Valencia County,New Mexico,NM,6663,95,54070,11515,76688,24413,44,0.0,0.0,0.0,0.0,0.0,0.0,48264.0,43435.0,0.629,0.566,0.0,0.0,0.0,0.0
36001,Albany County,New York,NY,47352,12388,212684,93158,305506,80011,274,1236.0,1017.0,18.0,90.0,69.0,4.0,269750.0,238112.0,0.883,0.779,145502.0,0.476,76632.0,0.251
36005,Bronx County,New York,NY,133773,14118,911656,199135,1418207,555763,8317,3510.0,2836.0,113.0,365.0,269.0,16.0,1300309.0,1112672.0,0.917,0.785,437348.0,0.308,142633.0,0.101
36007,Broome County,New York,NY,28438,3196,131695,41439,190488,59883,252,669.0,437.0,6.0,53.0,42.0,1.0,135560.0,125461.0,0.712,0.659,73912.0,0.388,33285.0,0.175
36009,Cattaraugus County,New York,NY,6814,381,53755,11667,76117,19591,20,142.0,89.0,4.0,14.0,8.0,0.0,49141.0,44371.0,0.646,0.583,24627.0,0.324,11307.0,0.149
36011,Cayuga County,New York,NY,5892,850,55029,14668,76576,20827,51,99.0,70.0,10.0,9.0,7.0,1.0,49523.0,46788.0,0.647,0.611,27821.0,0.363,11916.0,0.156
36013,Chautauqua County,New York,NY,11203,1340,89785,23786,126903,30037,121,135.0,114.0,1.0,15.0,10.0,0.0,86773.0,78507.0,0.684,0.619,44967.0,0.354,21684.0,0.171
36015,Chemung County,New York,NY,6741,1480,58065,15690,83456,27030,46,192.0,135.0,3.0,20.0,15.0,0.0,60280.0,53695.0,0.722,0.643,29433.0,0.353,13845.0,0.166
36019,Clinton County,New York,NY,9430,1409,55807,16387,80485,23232,0,160.0,146.0,8.0,7.0,5.0,0.0,65685.0,60364.0,0.816,0.75,37079.0,0.461,18069.0,0.225
36027,Dutchess County,New York,NY,32063,4681,211709,88921,294218,85980,399,455.0,397.0,17.0,37.0,23.0,1.0,244545.0,216073.0,0.831,0.734,120652.0,0.41,55731.0,0.189
36029,Erie County,New York,NY,87651,18832,674145,253846,918702,273459,2571,2267.0,1894.0,33.0,275.0,207.0,1.0,718861.0,666509.0,0.782,0.725,402377.0,0.438,170913.0,0.186
36045,Jefferson County,New York,NY,14387,1601,74957,19991,109834,27755,26,166.0,129.0,2.0,10.0,7.0,0.0,99484.0,84781.0,0.906,0.772,43892.0,0.4,14914.0,0.136
36047,Kings County,New York,NY,202612,46969,1815204,769512,2559903,970061,14179,3127.0,2397.0,79.0,278.0,211.0,6.0,2324256.0,1963420.0,0.908,0.767,827762.0,0.323,336897.0,0.132
36053,Madison County,New York,NY,8494,531,46411,14889,70941,17122,47,66.0,35.0,1.0,6.0,3.0,0.0,47494.0,44590.0,0.669,0.629,26381.0,0.372,12077.0,0.17
36055,Monroe County,New York,NY,74650,11170,526117,213516,741770,195999,1434,2088.0,2053.0,58.0,190.0,175.0,6.0,600843.0,559902.0,0.81,0.755,357019.0,0.481,173373.0,0.234
36059,Nassau County,New York,NY,118093,31490,972510,479188,1356924,553925,3976,2897.0,2210.0,109.0,337.0,209.0,11.0,1391226.0,1179481.0,0.95,0.869,548555.0,0.404,236202.0,0.174
36061,New York County,New York,NY,148253,54030,1224634,789449,1628706,600283,5904,10651.0,8681.0,342.0,984.0,797.0,30.0,1917057.0,1520729.0,0.95,0.934,748180.0,0.459,461804.0,0.284
36063,Niagara County,New York,NY,17551,2543,152381,43917,209281,60525,331,143.0,102.0,0.0,16.0,9.0,1.0,152913.0,143301.0,0.731,0.685,82582.0,0.395,32500.0,0.155
36065,Oneida County,New York,NY,21470,1917,158982,47850,228671,70062,550,389.0,349.0,13.0,49.0,40.0,0.0,163478.0,148711.0,0.715,0.65,86154.0,0.377,35188.0,0.154
36067,Onondaga County,New York,NY,49506,10052,321630,125903,460528,144914,861,1196.0,1074.0,41.0,173.0,155.0,4.0,378223.0,351715.0,0.821,0.764,215898.0,0.469,100006.0,0.217
36069,Ontario County,New York,NY,10294,1204,81348,29079,109777,26829,48,223.0,207.0,6.0,24.0,21.0,0.0,82981.0,77731.0,0.756,0.708,49092.0,0.447,24837.0,0.226
36071,Orange County,New York,NY,42047,5543,261018,80806,384940,150476,1038,802.0,511.0,33.0,79.0,42.0,2.0,296150.0,261618.0,0.769,0.68,128043.0,0.333,50502.0,0.131
36075,Oswego County,New York,NY,13055,1130,81457,16678,117124,35303,47,50.0,38.0,1.0,8.0,6.0,0.0,76066.0,71827.0,0.649,0.613,44061.0,0.376,19934.0,0.17
36079,Putnam County,New York,NY,7998,2802,71319,32333,98320,31968,51,133.0,51.0,1.0,10.0,6.0,1.0,85527.0,76222.0,0.87,0.775,40603.0,0.413,18089.0,0.184
36081,Queens County,New York,NY,171734,40877,1664139,589793,2253858,909793,13332,3316.0,2784.0,149.0,284.0,184.0,13.0,2476803.0,2059348.0,0.95,0.914,853545.0,0.379,315483.0,0.14
36083,Rensselaer County,New York,NY,16477,1978,113271,41641,158714,42438,42,174.0,157.0,7.0,20.0,8.0,0.0,130815.0,116153.0,0.824,0.732,68425.0,0.431,34142.0,0.215
36085,Richmond County,New York,NY,41084,10317,345380,117560,476143,228917,2342,952.0,789.0,35.0,144.0,77.0,5.0,409754.0,364967.0,0.861,0.767,163429.0,0.343,48598.0,0.102
36087,Rockland County,New York,NY,32261,7423,207590,93939,325789,120648,726,532.0,316.0,25.0,82.0,33.0,1.0,250760.0,220207.0,0.77,0.676,101503.0,0.312,39223.0,0.12
36089,St. Lawrence County,New York,NY,16097,935,70893,17052,107740,26829,11,226.0,144.0,12.0,16.0,10.0,0.0,71675.0,67439.0,0.665,0.626,40449.0,0.375,16066.0,0.149
36091,Saratoga County,New York,NY,19832,5035,174096,77756,229863,62497,142,183.0,159.0,11.0,31.0,12.0,2.0,213877.0,188995.0,0.93,0.822,116520.0,0.507,59216.0,0.258
36093,Schenectady County,New York,NY,15353,1938,111014,42239,155299,44415,79,430.0,205.0,10.0,30.0,23.0,1.0,132031.0,117907.0,0.85,0.759,73560.0,0.474,37064.0,0.239
36101,Steuben County,New York,NY,6855,1121,66171,16252,95379,25803,71,96.0,75.0,3.0,8.0,4.0,0.0,67407.0,60519.0,0.707,0.635,32271.0,0.338,15189.0,0.159
36103,Suffolk County,New York,NY,140600,26602,1075415,433353,1476601,572814,4715,3014.0,2229.0,69.0,346.0,228.0,8.0,1313651.0,1165942.0,0.89,0.79,575789.0,0.39,222529.0,0.151
36105,Sullivan County,New York,NY,5597,535,57705,16742,75432,25082,0,95.0,49.0,1.0,10.0,4.0,0.0,53671.0,47800.0,0.712,0.634,23701.0,0.314,9628.0,0.128
36109,Tompkins County,New York,NY,29221,5693,61939,37402,102180,27142,0,169.0,99.0,4.0,9.0,6.0,1.0,97483.0,85945.0,0.95,0.841,52701.0,0.516,31881.0,0.312
36111,Ulster County,New York,NY,17041,2280,134886,52688,177573,43909,150,138.0,110.0,8.0,10.0,7.0,0.0,154010.0,134891.0,0.867,0.76,80139.0,0.451,41219.0,0.232
36113,Warren County,New York,NY,4864,1243,49668,16561,63944,19257,26,148.0,121.0,3.0,12.0,6.0,0.0,56980.0,51270.0,0.891,0.802,31905.0,0.499,15594.0,0.244
36117,Wayne County,New York,NY,6417,593,66071,18309,89918,22499,10,94.0,57.0,1.0,9.0,7.0,0.0,61693.0,58117.0,0.686,0.646,36193.0,0.403,16904.0,0.188
36119,Westchester County,New York,NY,86837,20907,696693,365820,967506,338643,2557,2346.0,1952.0,93.0,212.0,137.0,6.0,1012237.0,847903.0,0.95,0.876,424364.0,0.439,215018.0,0.222
37001,Alamance County,North Carolina,NC,19066,773,119350,31335,169509,62394,288,156.0,117.0,13.0,20.0,12.0,1.0,108535.0,103357.0,0.64,0.61,58035.0,0.342,0.0,0.0
37019,Brunswick County,North Carolina,NC,8352,1938,123427,43257,142820,41561,79,139.0,82.0,1.0,5.0,4.0,0.0,95440.0,91294.0,0.668,0.639,68168.0,0.477,0.0,0.0
37021,Buncombe County,North Carolina,NC,23223,2280,202603,93108,261191,71748,337,900.0,682.0,24.0,79.0,66.0,3.0,185890.0,176987.0,0.712,0.678,114658.0,0.439,0.0,0.0
37023,Burke County,North Carolina,NC,6267,580,65981,14313,90485,32190,44,100.0,89.0,9.0,15.0,11.0,1.0,44852.0,42546.0,0.496,0.47,23176.0,0.256,0.0,0.0
37025,Cabarrus County,North Carolina,NC,19437,1760,157997,63682,216453,72890,183,519.0,452.0,18.0,64.0,59.0,1.0,129015.0,121478.0,0.596,0.561,68398.0,0.316,0.0,0.0
37027,Caldwell County,North Carolina,NC,6254,673,58333,12301,82178,30686,120,71.0,61.0,2.0,8.0,7.0,0.0,41752.0,39681.0,0.508,0.483,21954.0,0.267,0.0,0.0
37031,Carteret County,North Carolina,NC,4139,448,53751,19211,69473,18639,0,93.0,84.0,3.0,10.0,5.0,0.0,48994.0,45682.0,0.705,0.658,25776.0,0.371,0.0,0.0
37035,Catawba County,North Carolina,NC,13486,1767,115082,29840,159551,61107,382,404.0,242.0,16.0,40.0,34.0,1.0,92142.0,88150.0,0.578,0.552,48521.0,0.304,0.0,0.0
37037,Chatham County,North Carolina,NC,6329,637,58580,28276,74470,18387,0,15.0,11.0,1.0,1.0,2.0,0.0,49588.0,46241.0,0.666,0.621,34830.0,0.468,0.0,0.0
37045,Cleveland County,North Carolina,NC,8859,335,69440,14386,97947,36984,131,282.0,230.0,8.0,18.0,17.0,1.0,52461.0,49444.0,0.536,0.505,26290.0,0.268,0.0,0.0
37049,Craven County,North Carolina,NC,10060,978,69000,19960,102139,32392,0,308.0,242.0,8.0,23.0,15.0,1.0,69054.0,65264.0,0.676,0.639,34603.0,0.339,0.0,0.0
37051,Cumberland County,North Carolina,NC,43273,3652,209375,59130,335509,117022,426,627.0,548.0,21.0,70.0,59.0,2.0,235004.0,207360.0,0.7,0.618,94232.0,0.281,0.0,0.0
37057,Davidson County,North Carolina,NC,14195,954,121361,26091,167609,56681,206,230.0,129.0,7.0,16.0,14.0,0.0,89520.0,83412.0,0.534,0.498,45571.0,0.272,0.0,0.0
37063,Durham County,North Carolina,NC,37018,10135,231307,126418,321488,104359,125,1229.0,1203.0,44.0,142.0,139.0,3.0,251640.0,238401.0,0.783,0.742,162508.0,0.505,0.0,0.0
37067,Forsyth County,North Carolina,NC,40081,5734,262167,103347,382295,126824,603,1857.0,1581.0,37.0,190.0,174.0,5.0,259431.0,243666.0,0.679,0.637,142605.0,0.373,0.0,0.0
37069,Franklin County,North Carolina,NC,6782,694,51808,14525,69685,26639,0,0.0,0.0,0.0,0.0,0.0,0.0,41308.0,38831.0,0.593,0.557,22329.0,0.32,0.0,0.0
37071,Gaston County,North Carolina,NC,18983,2348,163467,48731,224529,82479,666,388.0,335.0,13.0,25.0,10.0,0.0,122402.0,114346.0,0.545,0.509,60324.0,0.269,0.0,0.0
37081,Guilford County,North Carolina,NC,66822,7236,361159,143588,537174,162237,1043,1197.0,907.0,35.0,126.0,95.0,5.0,355669.0,337583.0,0.662,0.628,200942.0,0.374,0.0,0.0
37085,Harnett County,North Carolina,NC,12701,644,91084,21576,135976,43073,74,87.0,73.0,1.0,13.0,8.0,0.0,64892.0,59443.0,0.477,0.437,28661.0,0.211,0.0,0.0
37089,Henderson County,North Carolina,NC,7332,504,89502,35416,117417,33737,102,193.0,151.0,8.0,11.0,9.0,1.0,73612.0,70775.0,0.627,0.603,45631.0,0.389,0.0,0.0
37097,Iredell County,North Carolina,NC,15659,1786,137165,47387,181806,62362,288,245.0,162.0,13.0,28.0,19.0,0.0,102549.0,97841.0,0.564,0.538,56809.0,0.312,0.0,0.0
37101,Johnston County,North Carolina,NC,18944,1966,158636,46964,209339,76415,222,164.0,148.0,10.0,24.0,20.0,0.0,124386.0,116517.0,0.594,0.557,61352.0,0.293,0.0,0.0
37105,Lee County,North Carolina,NC,5317,306,44477,10279,61779,20260,10,34.0,34.0,2.0,6.0,6.0,0.0,38051.0,35416.0,0.616,0.573,18813.0,0.305,0.0,0.0
37109,Lincoln County,North Carolina,NC,7783,219,66162,19888,86111,30629,10,123.0,63.0,5.0,10.0,5.0,0.0,44792.0,42693.0,0.52,0.496,24885.0,0.289,0.0,0.0
37119,Mecklenburg County,North Carolina,NC,109148,22513,779742,388699,1110356,370870,1570,2905.0,2321.0,61.0,260.0,222.0,11.0,751479.0,708122.0,0.677,0.638,419335.0,0.378,0.0,0.0
37125,Moore County,North Carolina,NC,6313,998,76554,30553,100880,31947,91,463.0,339.0,20.0,57.0,38.0,1.0,64488.0,60147.0,0.639,0.596,40420.0,0.401,0.0,0.0
37127,Nash County,North Carolina,NC,7374,857,67288,14815,94298,32820,56,209.0,176.0,4.0,9.0,8.0,0.0,58162.0,54908.0,0.617,0.582,30283.0,0.321,0.0,0.0
37129,New Hanover County,North Carolina,NC,27265,4943,166758,74571,234473,65023,188,776.0,622.0,26.0,54.0,30.0,0.0,159261.0,151865.0,0.679,0.648,97194.0,0.415,0.0,0.0
37133,Onslow County,North Carolina,NC,42911,974,113391,32268,197938,65693,152,151.0,142.0,4.0,12.0,9.0,0.0,133848.0,121377.0,0.676,0.613,44225.0,0.223,0.0,0.0
37135,Orange County,North Carolina,NC,30393,5436,92593,58659,148476,39847,12,832.0,726.0,21.0,131.0,113.0,4.0,121507.0,117671.0,0.818,0.793,90123.0,0.607,0.0,0.0
37141,Pender County,North Carolina,NC,4180,820,47102,15543,63060,18829,12,18.0,12.0,4.0,0.0,0.0,0.0,35273.0,33022.0,0.559,0.524,17730.0,0.281,0.0,0.0
37147,Pitt County,North Carolina,NC,30732,4295,106189,38688,180742,67531,41,820.0,760.0,40.0,131.0,104.0,5.0,105582.0,99584.0,0.584,0.551,51508.0,0.285,0.0,0.0
37151,Randolph County,North Carolina,NC,11907,1024,101979,19854,143667,44919,189,68.0,52.0,2.0,8.0,7.0,1.0,68011.0,64447.0,0.473,0.449,33132.0,0.231,0.0,0.0
37155,Robeson County,North Carolina,NC,12528,656,74653,12210,130625,52641,254,164.0,102.0,2.0,14.0,9.0,0.0,62834.0,56922.0,0.481,0.436,25499.0,0.195,0.0,0.0
37157,Rockingham County,North Carolina,NC,7534,413,65934,10528,91010,27944,110,34.0,18.0,2.0,6.0,3.0,0.0,49574.0,47074.0,0.545,0.517,26791.0,0.294,0.0,0.0
37159,Rowan County,North Carolina,NC,13843,871,103703,23375,142088,52099,298,274.0,190.0,2.0,22.0,21.0,0.0,67678.0,62799.0,0.476,0.442,31574.0,0.222,0.0,0.0
37171,Surry County,North Carolina,NC,5517,569,51154,8561,71783,28923,124,147.0,97.0,2.0,18.0,13.0,0.0,39010.0,36997.0,0.543,0.515,20208.0,0.282,0.0,0.0
37179,Union County,North Carolina,NC,23181,2555,163081,61917,239859,80069,218,185.0,147.0,5.0,14.0,12.0,1.0,138640.0,133016.0,0.578,0.555,76093.0,0.317,0.0,0.0
37183,Wake County,North Carolina,NC,108206,24685,800325,451801,1111761,394059,1028,1553.0,1368.0,61.0,167.0,137.0,7.0,876174.0,839873.0,0.788,0.755,553842.0,0.498,0.0,0.0
37191,Wayne County,North Carolina,NC,10586,608,79276,14472,123131,42456,94,186.0,120.0,10.0,18.0,7.0,2.0,66690.0,62275.0,0.542,0.506,31635.0,0.257,0.0,0.0
37193,Wilkes County,North Carolina,NC,4935,157,47735,6967,68412,23254,36,130.0,65.0,2.0,6.0,4.0,1.0,34938.0,32501.0,0.511,0.475,16209.0,0.237,0.0,0.0
37195,Wilson County,North Carolina,NC,7259,995,53518,11890,81801,27965,35,118.0,108.0,0.0,16.0,10.0,0.0,47061.0,44609.0,0.575,0.545,24148.0,0.295,0.0,0.0
38015,Burleigh County,North Dakota,ND,9140,1975,66937,24867,95626,41625,101,390.0,309.0,6.0,34.0,17.0,0.0,60088.0,51684.0,0.628,0.54,26081.0,0.273,13730.0,0.144
38017,Cass County,North Dakota,ND,29390,6781,121221,53916,181923,71997,80,727.0,589.0,4.0,136.0,71.0,1.0,137124.0,117811.0,0.754,0.648,61604.0,0.339,37450.0,0.206
38035,Grand Forks County,North Dakota,ND,14925,2689,42903,16757,69451,27376,0,10.0,2.0,2.0,16.0,9.0,0.0,51304.0,43571.0,0.739,0.627,22501.0,0.324,12654.0,0.182
38101,Ward County,North Dakota,ND,7941,486,44415,12015,67641,24398,129,82.0,75.0,1.0,12.0,9.0,1.0,41685.0,36197.0,0.616,0.535,14771.0,0.218,6653.0,0.098
39003,Allen County,Ohio,OH,9846,792,67774,13523,102351,34446,230,465.0,331.0,14.0,103.0,28.0,0.0,49815.0,46579.0,0.487,0.455,24782.0,0.242,10166.0,0.099
39007,Ashtabula County,Ohio,OH,8064,111,67951,10762,97241,26405,230,342.0,220.0,3.0,19.0,10.0,0.0,57526.0,53517.0,0.592,0.55,30798.0,0.317,14461.0,0.149
39013,Belmont County,Ohio,OH,4995,352,48051,10141,67006,19406,95,42.0,20.0,1.0,9.0,5.0,0.0,38083.0,33871.0,0.568,0.505,16181.0,0.241,6693.0,0.1
39017,Butler County,Ohio,OH,45173,4117,253568,84311,383134,117593,888,542.0,401.0,16.0,102.0,77.0,1.0,244057.0,226583.0,0.637,0.591,117782.0,0.307,50445.0,0.132
39023,Clark County,Ohio,OH,12061,1157,93343,19106,134083,44077,324,250.0,199.0,1.0,28.0,14.0,1.0,78432.0,72962.0,0.585,0.544,39252.0,0.293,17641.0,0.132
39025,Clermont County,Ohio,OH,16837,1306,147689,45280,206428,66129,288,95.0,89.0,2.0,16.0,10.0,0.0,130778.0,122274.0,0.634,0.592,65585.0,0.318,29700.0,0.144
39029,Columbiana County,Ohio,OH,7182,120,72930,11695,101883,30082,248,139.0,73.0,2.0,16.0,10.0,1.0,56086.0,51952.0,0.55,0.51,27632.0,0.271,10904.0,0.107
39035,Cuyahoga County,Ohio,OH,103505,17135,881495,332211,1235072,355671,3900,4876.0,3908.0,49.0,698.0,572.0,5.0,910316.0,841498.0,0.737,0.681,521588.0,0.422,274327.0,0.222
39041,Delaware County,Ohio,OH,18822,3619,152078,86516,209177,56726,49,38.0,27.0,0.0,8.0,5.0,0.0,172612.0,164417.0,0.825,0.786,101833.0,0.487,50103.0,0.24
39043,Erie County,Ohio,OH,6914,1409,53652,14942,74266,25225,61,252.0,121.0,4.0,35.0,10.0,1.0,47865.0,45263.0,0.645,0.609,26779.0,0.361,12591.0,0.17
39045,Fairfield County,Ohio,OH,13289,1191,111154,33146,157574,47859,178,158.0,135.0,4.0,37.0,33.0,1.0,101034.0,95107.0,0.641,0.604,52781.0,0.335,24610.0,0.156
39049,Franklin County,Ohio,OH,129359,19184,889546,376652,1316756,370473,2540,4183.0,3659.0,69.0,462.0,403.0,8.0,948154.0,884461.0,0.72,0.672,499716.0,0.38,251553.0,0.191
39055,Geauga County,Ohio,OH,7468,647,66797,28895,93649,20786,64,181.0,105.0,6.0,12.0,5.0,0.0,62437.0,59418.0,0.667,0.634,38206.0,0.408,19870.0,0.212
39057,Greene County,Ohio,OH,19540,2697,114430,46479,168937,48956,316,202.0,173.0,3.0,25.0,21.0,0.0,121264.0,110445.0,0.718,0.654,59932.0,0.355,29046.0,0.172
39061,Hamilton County,Ohio,OH,77883,13466,561054,234411,817473,240212,1840,2919.0,2499.0,50.0,374.0,284.0,5.0,587648.0,536195.0,0.719,0.656,299503.0,0.366,148953.0,0.182
39063,Hancock County,Ohio,OH,7063,1200,51720,17236,75783,21663,64,150.0,116.0,4.0,52.0,30.0,0.0,42764.0,39791.0,0.564,0.525,21902.0,0.289,9892.0,0.131
39085,Lake County,Ohio,OH,19103,2402,168592,55580,230149,62737,501,233.0,144.0,2.0,33.0,11.0,0.0,163898.0,155507.0,0.712,0.676,93106.0,0.405,43596.0,0.189
39089,Licking County,Ohio,OH,16262,1062,123947,38487,176862,53396,209,178.0,110.0,2.0,45.0,22.0,1.0,104991.0,100080.0,0.594,0.566,54760.0,0.31,25075.0,0.142
39093,Lorain County,Ohio,OH,27108,3645,221436,66647,309833,91340,754,570.0,374.0,6.0,74.0,36.0,0.0,218258.0,205455.0,0.704,0.663,125365.0,0.405,62152.0,0.201
39095,Lucas County,Ohio,OH,39426,5612,290548,87915,428348,127672,1129,1504.0,1215.0,27.0,281.0,174.0,4.0,277946.0,257466.0,0.649,0.601,142828.0,0.333,63516.0,0.148
39099,Mahoning County,Ohio,OH,20230,3249,160136,47434,228683,68593,859,796.0,605.0,16.0,99.0,47.0,3.0,146097.0,135448.0,0.639,0.592,75237.0,0.329,30907.0,0.135
39101,Marion County,Ohio,OH,5365,327,45516,7607,65093,24800,73,132.0,111.0,3.0,10.0,8.0,0.0,35162.0,33008.0,0.54,0.507,17756.0,0.273,7181.0,0.11
39103,Medina County,Ohio,OH,13886,1915,130825,47398,179746,51496,287,155.0,128.0,0.0,12.0,11.0,0.0,124892.0,119184.0,0.695,0.663,73637.0,0.41,35709.0,0.199
39109,Miami County,Ohio,OH,8123,956,77072,21921,106987,32291,222,158.0,111.0,5.0,13.0,11.0,1.0,56176.0,52678.0,0.525,0.492,27259.0,0.255,11517.0,0.108
39113,Montgomery County,Ohio,OH,49221,5618,367909,121062,531687,164241,1862,1943.0,1591.0,44.0,226.0,186.0,3.0,340450.0,311681.0,0.64,0.586,170063.0,0.32,80944.0,0.152
39119,Muskingum County,Ohio,OH,7611,1148,59167,13227,86215,32060,64,142.0,101.0,4.0,24.0,12.0,0.0,45155.0,42878.0,0.524,0.497,23612.0,0.274,10446.0,0.121
39133,Portage County,Ohio,OH,25413,2860,108007,39354,162466,44880,184,106.0,77.0,3.0,15.0,6.0,0.0,101976.0,96306.0,0.628,0.593,56369.0,0.347,27563.0,0.17
